"times","S","E","On","Of","A","Q","Bs","Bp","v","w","N","POUD","actPOUD","prop.OAT","prop.capacity","dsct","cost","qaly","inj","du.init","date","B_total","O_total","active_users","coverage_rate","capacity_utilization","waiting_change","patients_change"
1441,35093.0613285298,31068.7730026121,5166.37528119626,754.774151131277,2506.69727877741,1.24516284411205,399.620722922675,1206.03326256013,0.611652784450747,0.808532253811064,76196.5801905738,10034.7458594319,5922.39459517164,0.160009432024989,0.174394052875304,0.888979641346473,1476.36334750389,146.593194372243,8574.63139196923,2.19200259908462,3.94794520547945,1605.65398548281,5921.14943232754,5922.39459517164,16.0009432024989,91.7516563133032,0.000106473761908754,-0.0543971093125037
1442,35090.918093398,31068.6279932017,5166.13508147175,754.993077285927,2506.65634771183,1.24526921914526,399.620721446813,1205.97900984497,0.61157278331186,0.808456168599064,76194.1755935802,10034.6295069804,5922.37342797683,0.16000588065308,0.174396074990376,0.888907044752421,1476.20158945371,146.576404632781,8574.49893098088,2.19192686003824,3.95068493150685,1605.59973129179,5921.12815875768,5922.37342797683,16.000588065308,91.7485560738165,0.000106375033216421,-0.0542541910176624
1443,35088.7751072312,31068.4828380589,5165.89483612407,755.211858715778,2506.61540437381,1.24537549556251,399.620719970171,1205.92489983895,0.611492839149231,0.808380120981893,76191.7710398084,10034.5130945183,5922.35207033542,0.160002344377446,0.174398098195316,0.888834454086813,1476.03995632451,146.559616805418,8574.36628713838,2.19185108982481,3.95342465753425,1605.54561980912,5921.10669483985,5922.35207033542,16.0002344377446,91.7454639890924,0.000106276417251694,-0.0541114826712601
1444,35086.6323700403,31068.3375372149,5165.65454521128,755.430495583402,2506.57444877012,1.24548167347637,399.620718492747,1205.87093233237,0.611412951880742,0.808304110931675,76189.3665293187,10034.3966220634,5922.33052246818,0.159998823177369,0.17440012248989,0.888761869349164,1475.87844792895,146.542830890028,8574.23346064591,2.19177528849264,3.95616438356164,1605.49165082512,5921.08504079469,5922.33052246818,15.9998823177369,91.7423800471495,0.000106177913856476,-0.0539689840006758
1445,35084.4898818364,31068.1920907011,5165.41420879141,755.648988051133,2506.5334809075,1.24558775299924,399.620717014543,1205.81710711584,0.611333121424432,0.808228138420553,76186.9620621709,10034.2800896334,5922.30878459555,0.159995317032159,0.174402147873862,0.88868929053899,1475.71706407994,146.526046886488,8574.10045170741,2.19169945608997,3.95890410958904,1605.43782413038,5921.06319684254,5922.30878459555,15.9995317032159,91.7393042360218,0.000106079522873337,-0.0538266947339707
1446,35082.3476426303,31068.0464985486,5165.17382692244,755.867336281067,2506.4925007927,1.24569373424339,399.620715535559,1205.76342398022,0.611253347698498,0.808152203420692,76184.5576384252,10034.1634972462,5922.28685693777,0.15999182592115,0.174404174346996,0.888616717655808,1475.55580459066,146.509264794673,8573.96726052659,2.19162359266498,3.96164383561644,1605.38413951578,5921.04116320351,5922.28685693777,15.999182592115,91.736236543759,0.000105981244144404,-0.0536846145996606
1447,35080.205652433,31067.9007607887,5164.93339966235,756.085540435062,2506.45150843245,1.2457996173209,399.620714055794,1205.70988271666,0.611173630621292,0.80807630590428,76182.1532581414,10034.0468449196,5922.26473971472,0.159988349823706,0.174406201909058,0.888544150699132,1475.39466927455,146.492484614459,8573.83388730694,2.19154769826579,3.96438356164384,1605.33059677246,5921.01894009741,5922.26473971472,15.9988349823706,91.7331769584261,0.000105883077512248,-0.0535427433260338
1448,35078.0639112552,31067.7548774528,5164.69292706906,756.303600674739,2506.4105038335,1.24590540234372,399.62071257525,1205.65648311656,0.611093970111325,0.808000445843525,76179.7489213795,10033.9301326715,5922.24243314615,0.159984888719214,0.174408230559811,0.88847158966848,1475.2336579453,146.47570634572,8573.70033225171,2.19147177294046,3.96712328767123,1605.27719569181,5920.9965277438,5922.24243314615,15.9984888719214,91.7301254681037,0.000105785022820104,-0.0534010806425158
1449,35075.9224191078,31067.608848572,5164.45240920047,756.521517161479,2506.36948700257,1.24601108942363,399.620711093926,1205.60322497161,0.611014366087263,0.807924623210655,76177.3446281993,10033.8133605195,5922.21993745137,0.159981442587091,0.174410260299021,0.888399034563366,1475.07277041688,146.458929988332,8573.56659556392,2.19139581673698,3.96986301369863,1605.22393606554,5920.97392636195,5922.21993745137,15.9981442587091,91.7270820608877,0.000105687079910544,-0.0532596262785319
1450,35073.7811760014,31067.4626741777,5164.21184611445,756.739290056429,2506.32845794639,1.24611667867226,399.620709611822,1205.55010807375,0.610934818467927,0.807848837977922,76174.9403786606,10033.6965284815,5922.19725284953,0.159978011406779,0.174412291126453,0.888326485383308,1474.91200650351,146.44215554217,8573.43267744636,2.19131982970329,3.97260273972603,1605.17081768557,5920.95113617088,5922.19725284953,15.9978011406779,91.7240467248898,0.000105589248627025,-0.0531183799637347
1451,35071.6401819468,31067.316354301,5163.97123786883,756.956919520499,2506.28741667168,1.24622217020107,399.62070812894,1205.4971322152,0.610855327172294,0.807773090117597,76172.5361728232,10033.5796365753,5922.17437955952,0.159974595157746,0.174414323041872,0.888253942127821,1474.75136601968,146.42538300711,8573.29857810158,2.19124381188727,3.97534246575342,1605.11784034414,5920.92815738932,5922.17437955952,15.9974595157746,91.7210194482368,0.000105491528813451,-0.0529773414280044
1452,35069.4994369545,31067.1698889733,5163.73058452141,757.174405714361,2506.24636318516,1.24632756412139,399.620706645278,1205.44429718846,0.610775892119498,0.807697379601974,76170.1320107466,10033.4626848188,5922.1513177999,0.159971193819487,0.174416356045042,0.888181404796422,1474.59084878012,146.408612383026,8573.16429773194,2.19116776333674,3.97808219178082,1605.06500383374,5920.90499023577,5922.1513177999,15.9971193819487,91.7180002190709,0.000105393920313723,-0.0528365104019031
1453,35067.3589410352,31067.0232782258,5163.48988612996,757.391748798453,2506.20529749354,1.24643286054436,399.620705160837,1205.39160278629,0.610696513228826,0.807621706403366,76167.7278924906,10033.3456732296,5922.12806778895,0.159967807371526,0.17441839013573,0.888108873388627,1474.43045459985,146.391843669792,8573.02983653951,2.19109168409944,3.98082191780822,1605.01230794713,5920.88163492841,5922.12806778895,15.9967807371526,91.71498902555,0.00010529642297108,-0.0526958866166751
1454,35065.2186941993,31066.8765220898,5163.24914275222,757.608948932978,2506.16421960353,1.24653805958099,399.620703675617,1205.3390488017,0.61061719041972,0.807546070494109,76165.3238181147,10033.2286018256,5922.10462974479,0.159964435793408,0.174420425313699,0.888036347903952,1474.27018329412,146.375076867285,8572.8951947262,2.19101557422307,3.98356164383562,1604.95975247732,5920.8580916852,5922.10462974479,15.9964435793408,91.711985855847,0.000105199036630754,-0.0525554698033375
1455,35063.0786964575,31066.7296205964,5163.0083544459,757.826006277902,2506.12312952184,1.24664316134212,399.620702189619,1205.28663502801,0.610537923611776,0.807470471846561,76162.9197876785,10033.1114706246,5922.08100388515,0.159961079064709,0.174422461578716,0.887963828341913,1474.11003467847,146.358311975378,8572.76037249363,2.19093943375527,3.98630136986301,1604.90733721763,5920.8343607238,5922.08100388515,15.996107906471,91.7089906981502,0.000105101761137094,-0.0524152596938166
1456,35060.93894782,31066.582573777,5162.76752126867,758.042920992958,2506.08202725516,1.24674816593846,399.620700702842,1205.23436125877,0.610458712724743,0.807394910433099,76160.5158012413,10032.9942796443,5922.05719042756,0.159957737165031,0.174424498930546,0.887891314702027,1473.95000856866,146.341548993947,8572.62537004322,2.1908632627436,3.98904109589041,1604.85506196161,5920.81044226162,5922.05719042756,15.9957737165031,91.7060035406634,0.000105004596334224,-0.0522752560189019
1457,35058.7994482973,31066.4353816628,5162.52664327816,758.259693237644,2506.0409128102,1.24685307348053,399.620699215288,1205.18222728781,0.610379557678525,0.807319386226122,76158.1118588627,10032.8770289026,5922.03318958929,0.159954410074,0.174426537368954,0.88781880698381,1473.79010478075,146.324787922865,8572.49018757618,2.19078706123559,3.99178082191781,1604.8029265031,5920.78633651581,5922.03318958929,15.9954410074,91.7030243716055,0.000104907542068045,-0.0521354585121117
1458,35056.6601978997,31066.2880442851,5162.285720532,758.476323171224,2505.99978619363,1.24695788407871,399.620697726955,1205.13023290924,0.610300458393179,0.807243899198051,76155.7079606019,10032.7597184171,5922.00900158731,0.159951097771269,0.174428576893706,0.887746305186779,1473.63032313103,146.308028762008,8572.35482529345,2.19071082927867,3.99452054794521,1604.75093063619,5920.76204370322,5922.00900158731,15.9951097771269,91.7000531792109,0.000104810598182903,-0.0519958669055995
1459,35054.5211966376,31066.140561675,5162.04475308774,758.692810952729,2505.95864741216,1.24706259784323,399.620696237845,1205.07837791741,0.610221414788913,0.807168449321327,76153.3041065183,10032.6423482057,5921.98462663833,0.15994780023652,0.174430617504567,0.887673809310449,1473.47066343606,146.291271511249,8572.21928339578,2.19063456692025,3.9972602739726,1604.69907415526,5920.73756404047,5921.98462663833,15.994780023652,91.6970899517291,0.000104713764525366,-0.0518564809322015
1460,35052.382444521,31065.9929338638,5161.80374100295,758.909156740957,2505.91749647245,1.24716721488417,399.620694747957,1205.02666210698,0.610142426786089,0.807093036568414,76150.900296671,10032.5249182862,5921.96006495879,0.159944517449457,0.174432659201304,0.887601319354339,1473.31112551265,146.274516170464,8572.08356208368,2.19055827420766,4,1604.64735685493,5920.71289774391,5921.96006495879,15.9944517449457,91.6941346774248,0.000104617040940003,-0.0517173003258904
1461,35050.2439415604,31065.8451608828,5161.56268433513,759.125360694471,2505.87633338119,1.24727173531145,399.620693257291,1204.97508527282,0.610063494305221,0.807017660911794,76148.4965311194,10032.4074286762,5921.9353167649,0.159941249389813,0.174434701983681,0.887528835317963,1473.15170917787,146.257762739526,8571.94766155742,2.19048195118817,4.0027397260274,1604.59577853011,5920.6880450296,5921.9353167649,15.9941249389813,91.6911873445779,0.00010452042727338,-0.0515783248195021
1462,35048.1056877657,31065.6972427632,5161.32158314175,759.341422971606,2505.83515814506,1.24737615923482,399.620691765849,1204.92364721012,0.609984617266975,0.806942322323972,76146.0928099226,10032.2898793936,5921.91038227258,0.159937996037347,0.174436745851464,0.887456357200838,1472.99241424905,146.241011218309,8571.81158201706,2.19040559790899,4.00547945205479,1604.54433897597,5920.66300611336,5921.91038227258,15.9937996037347,91.6882479414838,0.000104423923371844,-0.0514395541479189
1463,35045.9676831472,31065.5491795363,5161.08043748028,759.55734373046,2505.79397077071,1.2474804867639,399.620690273629,1204.87234771429,0.609905795592166,0.806867020777476,76143.6891331396,10032.1722704561,5921.88526169751,0.159934757371842,0.17443879080442,0.887383885002482,1472.83324054378,146.224261606688,8571.67532366244,2.19032921441727,4.00821917808219,1604.49303798792,5920.63778121074,5921.88526169751,15.9934757371842,91.6853164564526,0.000104327529081738,-0.051300988045341
1464,35043.8299277148,31065.4009712332,5160.83924740811,759.773123128902,2505.75277126482,1.24758471800815,399.620688780633,1204.82118658104,0.609827029201763,0.806791756244852,76141.2855008294,10032.0546018815,5921.85995525503,0.15993153337311,0.174440836842314,0.887311418722411,1472.67418787989,146.207513904536,8571.53888669315,2.19025280076011,4.01095890410959,1604.44187536167,5920.61237053702,5921.85995525503,15.993153337311,91.6823928778099,0.000104231244248965,-0.0511626262461959
1465,35041.6924214785,31065.2526178852,5160.59801298265,759.98876132457,2505.71155963404,1.24768885307687,399.620687286861,1204.77016360633,0.609748318016885,0.806716528698668,76138.8819130512,10031.9368736875,5921.8344631603,0.159928324020987,0.174442883964912,0.887238958360141,1472.51525607548,146.190768111728,8571.40227130857,2.19017635698454,4.01369863013699,1604.39085089319,5920.58677430722,5921.8344631603,15.9928324020987,91.6794771938965,0.000104135068721423,-0.0510244684860481
1466,35039.5551644483,31065.1041195235,5160.35673426123,760.204258474869,2505.67033588504,1.24779289207922,399.620685792311,1204.71927858638,0.6096696619588,0.806641338111513,76136.4783698637,10031.8190858919,5921.80878562817,0.159925129295337,0.174444932171981,0.88716650391519,1472.35644494891,146.174024228137,8571.26547770786,2.19009988313753,4.01643835616438,1604.33996437869,5920.5609927361,5921.80878562817,15.9925129295337,91.6765693930679,0.000104039002345679,-0.0508865145000073
1467,35037.4181566341,31064.9554761794,5160.11541130117,760.419614736975,2505.62910002445,1.24789683512419,399.620684296986,1204.66853131768,0.609591060948928,0.806566184455999,76134.0748713259,10031.7012385124,5921.78292287327,0.159921949176047,0.174446981463287,0.887094055387074,1472.19775431877,146.157282253637,8571.12850608994,2.190023379266,4.01917808219178,1604.28921561466,5920.53502603815,5921.78292287327,15.9921949176047,91.673669463695,0.000103943044969412,-0.0507487640247746
1468,35035.2813980458,31064.806687884,5159.87404415977,760.634830267835,2505.58785205894,1.24800068232063,399.620682800885,1204.61792159698,0.609512514908837,0.806491067704757,76131.6714174965,10031.5833315667,5921.75687510992,0.159918783643032,0.174449031838595,0.887021612775309,1472.03918400394,146.140542188101,8570.99135665351,2.1899468454168,4.02191780821918,1604.23860439787,5920.5088744276,5921.75687510992,15.9918783643032,91.6707773941639,0.000103847196439633,-0.0506112167954598
